strain	virus	accession	date	region	country	division	city	db	segment	authors	url	title	journal	paper_url
AY590218	west nile	AY590218	XXXX-XX-XX	North America	United States (USA)	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/AY590218	?	?	?
AY590221	west nile	AY590221	XXXX-XX-XX	North America	United States (USA)	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/AY590221	?	?	?
AY590224	west nile	AY590224	XXXX-XX-XX	North America	United States (USA)	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/AY590224	?	?	?
AY590226	west nile	AY590226	XXXX-XX-XX	North America	United States (USA)	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/AY590226	?	?	?
AY590230	west nile	AY590230	XXXX-XX-XX	North America	United States (USA)	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/AY590230	?	?	?
AY590233	west nile	AY590233	XXXX-XX-XX	North America	United States (USA)	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/AY590233	?	?	?
AY639639	west nile	AY639639	XXXX-XX-XX	Asia	India	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/AY639639	?	?	?
AY639642	west nile	AY639642	XXXX-XX-XX	Asia	India	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/AY639642	?	?	?
AY701413	west nile	AY701413	XXXX-XX-XX	Africa	Morocco	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/AY701413	?	?	?
AY712948	west nile	AY712948	XXXX-XX-XX	North America	United States (USA)	Texas	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/AY712948	?	?	?
AY848697	west nile	AY848697	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/AY848697	?	?	?
AY944239	west nile	AY944239	1968-XX-XX	Asia	India	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/AY944239	?	?	?
AY944241	west nile	AY944241	1958-XX-XX	Asia	India	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/AY944241	?	?	?
AY944243	west nile	AY944243	1955-XX-XX	Asia	India	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/AY944243	?	?	?
AY944247	west nile	AY944247	1982-XX-XX	Asia	India	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/AY944247	?	?	?
DJ016132	west nile	DJ016132	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/DJ016132	?	?	?
DJ016156	west nile	DJ016156	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/DJ016156	?	?	?
DJ016238	west nile	DJ016238	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/DJ016238	?	?	?
DJ016239	west nile	DJ016239	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/DJ016239	?	?	?
DJ016266	west nile	DJ016266	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/DJ016266	?	?	?
DJ016268	west nile	DJ016268	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/DJ016268	?	?	?
DJ016287	west nile	DJ016287	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/DJ016287	?	?	?
DJ331399	west nile	DJ331399	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/DJ331399	?	?	?
DQ158207	west nile	DQ158207	XXXX-XX-XX	North America	United States (USA)	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/DQ158207	?	?	?
DQ164188	west nile	DQ164188	XXXX-XX-XX	North America	United States (USA)	 Westchester	 Westchester	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/DQ164188	?	?	?
DQ431706	west nile	DQ431706	2004-XX-XX	North America	United States (USA)	New Mexico	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/DQ431706	?	?	?
DQ666455	west nile	DQ666455	XXXX-XX-XX	North America	United States (USA)	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/DQ666455	?	?	?
DQ823137	west nile	DQ823137	2005-08-18	North America	United States (USA)	 NY	 NY	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/DQ823137	?	?	?
DQ911888	west nile	DQ911888	2003-XX-XX	North America	United States (USA)	Bismark ND	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/DQ911888	?	?	?
DQ911921	west nile	DQ911921	2003-XX-XX	North America	United States (USA)	Milwalkee WI	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/DQ911921	?	?	?
DQ911932	west nile	DQ911932	2003-XX-XX	North America	United States (USA)	Tampa FL	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/DQ911932	?	?	?
DQ911942	west nile	DQ911942	2003-XX-XX	North America	United States (USA)	Indianapolis IN	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/DQ911942	?	?	?
DQ912003	west nile	DQ912003	2003-XX-XX	North America	Canada	Saskatchewan	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/DQ912003	?	?	?
EF631025	west nile	EF631025	2005-08-23	North America	United States (USA)	 Cook County	 Cook County	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/EF631025	?	?	?
EF631039	west nile	EF631039	2005-08-10	North America	United States (USA)	 Cook County	 Cook County	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/EF631039	?	?	?
EF631066	west nile	EF631066	2005-07-28	North America	United States (USA)	 Cook County	 Cook County	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/EF631066	?	?	?
EF631080	west nile	EF631080	2005-07-28	North America	United States (USA)	 Cook County	 Cook County	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/EF631080	?	?	?
EF631089	west nile	EF631089	2005-07-26	North America	United States (USA)	 Cook County	 Cook County	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/EF631089	?	?	?
EF631134	west nile	EF631134	2005-07-21	North America	United States (USA)	 Cook County	 Cook County	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/EF631134	?	?	?
EF631140	west nile	EF631140	2005-08-11	North America	United States (USA)	 Cook County	 Cook County	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/EF631140	?	?	?
EF631148	west nile	EF631148	2005-09-07	North America	United States (USA)	 Cook County	 Cook County	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/EF631148	?	?	?
EF631157	west nile	EF631157	2005-08-03	North America	United States (USA)	 Cook County	 Cook County	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/EF631157	?	?	?
FJ013244	west nile	FJ013244	2002-XX-XX	Asia	Russian Federation	Volgograd	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/FJ013244	?	?	?
FJ425732	west nile	FJ425732	2005-XX-XX	Asia	Russian Federation	Astrakhan	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/FJ425732	?	?	?
FJ464376	west nile	FJ464376	2008-06-05	Africa	South Africa	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/FJ464376	?	?	?
FJ775670	west nile	FJ775670	2002-08-19	North America	United States (USA)	 IN	 IN	ENA	genome	Catherine L.E. Young	https://www.ebi.ac.uk/ena/browser/view/FJ775670	?	?	?
FV537223	west nile	FV537223	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/FV537223	?	?	?
FW376257	west nile	FW376257	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/FW376257	?	?	?
FZ413177	west nile	FZ413177	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/FZ413177	?	?	?
FZ413225	west nile	FZ413225	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/FZ413225	?	?	?
FZ413238	west nile	FZ413238	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/FZ413238	?	?	?
FZ413288	west nile	FZ413288	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/FZ413288	?	?	?
GN356001	west nile	GN356001	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/GN356001	?	?	?
GQ502358	west nile	GQ502358	2005-09-06	North America	United States (USA)	zip code 85741	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/GQ502358	?	?	?
GQ502375	west nile	GQ502375	2004-07-26	North America	United States (USA)	zip code 92374	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/GQ502375	?	?	?
GQ502410	west nile	GQ502410	2003-08-15	North America	United States (USA)	zip code 68135	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/GQ502410	?	?	?
GQ502441	west nile	GQ502441	2004-08-04	North America	United States (USA)	zip code 79853	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/GQ502441	?	?	?
GQ502444	west nile	GQ502444	2007-07-14	North America	United States (USA)	zip code 79912	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/GQ502444	?	?	?
GU246634	west nile	GU246634	2000-XX-XX	Asia	Israel	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/GU246634	?	?	?
GU246648	west nile	GU246648	2002-XX-XX	Asia	Israel	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/GU246648	?	?	?
GU246663	west nile	GU246663	2003-XX-XX	Asia	Israel	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/GU246663	?	?	?
GU246679	west nile	GU246679	2005-XX-XX	Asia	Israel	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/GU246679	?	?	?
GU246681	west nile	GU246681	2005-XX-XX	Asia	Israel	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/GU246681	?	?	?
GU246691	west nile	GU246691	2006-XX-XX	Asia	Israel	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/GU246691	?	?	?
GU386773	west nile	GU386773	2006-07-18	North America	United States (USA)	 Cook County	 Cook County	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/GU386773	?	?	?
GU386806	west nile	GU386806	2006-08-07	North America	United States (USA)	 Cook County	 Cook County	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/GU386806	?	?	?
GU386809	west nile	GU386809	2006-08-10	North America	United States (USA)	 Cook County	 Cook County	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/GU386809	?	?	?
HA061295	west nile	HA061295	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA061295	?	?	?
HA061309	west nile	HA061309	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA061309	?	?	?
HA061434	west nile	HA061434	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA061434	?	?	?
HA061464	west nile	HA061464	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA061464	?	?	?
HA061481	west nile	HA061481	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA061481	?	?	?
HA061498	west nile	HA061498	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA061498	?	?	?
HA061504	west nile	HA061504	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA061504	?	?	?
HA061529	west nile	HA061529	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA061529	?	?	?
HA061562	west nile	HA061562	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA061562	?	?	?
HA061576	west nile	HA061576	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA061576	?	?	?
HA061649	west nile	HA061649	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA061649	?	?	?
HA061694	west nile	HA061694	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA061694	?	?	?
HA061710	west nile	HA061710	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA061710	?	?	?
HA061737	west nile	HA061737	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA061737	?	?	?
HA061741	west nile	HA061741	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA061741	?	?	?
HA061763	west nile	HA061763	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA061763	?	?	?
HA061767	west nile	HA061767	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA061767	?	?	?
HA061791	west nile	HA061791	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA061791	?	?	?
HA061874	west nile	HA061874	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA061874	?	?	?
HA061882	west nile	HA061882	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA061882	?	?	?
HA061899	west nile	HA061899	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA061899	?	?	?
HA061915	west nile	HA061915	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA061915	?	?	?
HA061936	west nile	HA061936	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA061936	?	?	?
HA061937	west nile	HA061937	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA061937	?	?	?
HA061950	west nile	HA061950	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA061950	?	?	?
HA062004	west nile	HA062004	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA062004	?	?	?
HA062033	west nile	HA062033	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA062033	?	?	?
HA062039	west nile	HA062039	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA062039	?	?	?
HA062047	west nile	HA062047	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA062047	?	?	?
HA062061	west nile	HA062061	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA062061	?	?	?
HA062070	west nile	HA062070	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA062070	?	?	?
HA062072	west nile	HA062072	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA062072	?	?	?
HA062083	west nile	HA062083	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA062083	?	?	?
HA062105	west nile	HA062105	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA062105	?	?	?
HA062162	west nile	HA062162	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA062162	?	?	?
HA062166	west nile	HA062166	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA062166	?	?	?
HA062204	west nile	HA062204	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA062204	?	?	?
HA062223	west nile	HA062223	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA062223	?	?	?
HA062240	west nile	HA062240	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA062240	?	?	?
HA062245	west nile	HA062245	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA062245	?	?	?
HA062263	west nile	HA062263	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA062263	?	?	?
HA062274	west nile	HA062274	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA062274	?	?	?
HA062370	west nile	HA062370	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA062370	?	?	?
HA062382	west nile	HA062382	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA062382	?	?	?
HA062396	west nile	HA062396	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA062396	?	?	?
HA062440	west nile	HA062440	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA062440	?	?	?
HA062456	west nile	HA062456	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA062456	?	?	?
HA062461	west nile	HA062461	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA062461	?	?	?
HA062543	west nile	HA062543	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA062543	?	?	?
HA062602	west nile	HA062602	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA062602	?	?	?
HA062616	west nile	HA062616	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA062616	?	?	?
HA062703	west nile	HA062703	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA062703	?	?	?
HA062725	west nile	HA062725	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA062725	?	?	?
HA062754	west nile	HA062754	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA062754	?	?	?
HA062762	west nile	HA062762	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA062762	?	?	?
HA062797	west nile	HA062797	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA062797	?	?	?
HA062824	west nile	HA062824	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA062824	?	?	?
HA062834	west nile	HA062834	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA062834	?	?	?
HA062851	west nile	HA062851	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA062851	?	?	?
HA062896	west nile	HA062896	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA062896	?	?	?
HA062984	west nile	HA062984	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA062984	?	?	?
HA062996	west nile	HA062996	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA062996	?	?	?
HA063003	west nile	HA063003	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA063003	?	?	?
HA063016	west nile	HA063016	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA063016	?	?	?
HA063018	west nile	HA063018	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA063018	?	?	?
HA063034	west nile	HA063034	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA063034	?	?	?
HA063075	west nile	HA063075	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA063075	?	?	?
HA063079	west nile	HA063079	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA063079	?	?	?
HA063097	west nile	HA063097	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA063097	?	?	?
HA063171	west nile	HA063171	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA063171	?	?	?
HA063240	west nile	HA063240	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA063240	?	?	?
HA063272	west nile	HA063272	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA063272	?	?	?
HA063466	west nile	HA063466	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA063466	?	?	?
HA063472	west nile	HA063472	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA063472	?	?	?
HA063514	west nile	HA063514	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA063514	?	?	?
HA063518	west nile	HA063518	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA063518	?	?	?
HA063533	west nile	HA063533	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA063533	?	?	?
HA063571	west nile	HA063571	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA063571	?	?	?
HA063579	west nile	HA063579	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA063579	?	?	?
HA063638	west nile	HA063638	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA063638	?	?	?
HA063670	west nile	HA063670	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA063670	?	?	?
HA063680	west nile	HA063680	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA063680	?	?	?
HA063753	west nile	HA063753	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA063753	?	?	?
HA063791	west nile	HA063791	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA063791	?	?	?
HA063795	west nile	HA063795	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA063795	?	?	?
HA063856	west nile	HA063856	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA063856	?	?	?
HA063871	west nile	HA063871	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA063871	?	?	?
HA063883	west nile	HA063883	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA063883	?	?	?
HA063886	west nile	HA063886	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA063886	?	?	?
HA063897	west nile	HA063897	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA063897	?	?	?
HA063959	west nile	HA063959	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA063959	?	?	?
HA063965	west nile	HA063965	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA063965	?	?	?
HA063985	west nile	HA063985	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA063985	?	?	?
HA063990	west nile	HA063990	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA063990	?	?	?
HA064016	west nile	HA064016	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA064016	?	?	?
HA064031	west nile	HA064031	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA064031	?	?	?
HA064045	west nile	HA064045	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA064045	?	?	?
HA064062	west nile	HA064062	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA064062	?	?	?
HA064080	west nile	HA064080	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA064080	?	?	?
HA064081	west nile	HA064081	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA064081	?	?	?
HA064094	west nile	HA064094	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA064094	?	?	?
HA064121	west nile	HA064121	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA064121	?	?	?
HA064164	west nile	HA064164	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA064164	?	?	?
HA064256	west nile	HA064256	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA064256	?	?	?
HA064269	west nile	HA064269	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA064269	?	?	?
HA064276	west nile	HA064276	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA064276	?	?	?
HA064312	west nile	HA064312	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA064312	?	?	?
HA064331	west nile	HA064331	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA064331	?	?	?
HA064353	west nile	HA064353	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA064353	?	?	?
HA064365	west nile	HA064365	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA064365	?	?	?
HA064377	west nile	HA064377	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA064377	?	?	?
HA064394	west nile	HA064394	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA064394	?	?	?
HA064432	west nile	HA064432	XXXX-XX-XX	?	?	?	?	ENA	genome	-	https://www.ebi.ac.uk/ena/browser/view/HA064432	?	?	?
